src_ip,dst_ip,src_port,dst_port,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwr_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
127.0.0.2,127.0.0.1,40003,7400,17,2023-11-14 19:13:27,2.021,7311.232063334983,101.43493320138546,50.964868876793666,50.47006432459179,103,102,9064,5712,88,88,88.0,0.0,56,56,56.0,0.0,88,56,72.0780487804878,15.999809635988308,255.9939083878643,2060,2040,20,103,0.009906862745098034,0.019,0.0,0.00900469114998684,2.02,0.02,0.0,0.019803921568627453,0.0019705638472786047,2.02,0.02,0.02,0.019999999999999997,3.469446951953614e-18,0,0,0,0,0,0,0,0,0,0,0,0.9902912621359223,72.0780487804878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0,56.0,0,103,102,9064,5712
127.0.0.3,127.0.0.1,50003,7400,17,2023-11-14 19:13:27,2.021,7311.232063334983,101.43493320138546,50.964868876793666,50.47006432459179,103,102,9064,5712,88,88,88.0,0.0,56,56,56.0,0.0,88,56,72.0780487804878,15.999809635988308,255.9939083878643,2060,2040,20,103,0.009906862745098034,0.019,0.0,0.00900469114998684,2.02,0.02,0.0,0.019803921568627453,0.0019705638472786047,2.02,0.02,0.02,0.019999999999999997,3.469446951953614e-18,0,0,0,0,0,0,0,0,0,0,0,0.9902912621359223,72.0780487804878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0,56.0,0,103,102,9064,5712
127.0.0.4,127.0.0.1,60004,7400,17,2023-11-14 19:13:30,1.921,7317.022384174908,101.5096304008329,51.01509630400833,50.494534096824566,98,97,8624,5432,88,88,88.0,0.0,56,56,56.0,0.0,88,56,72.08205128205128,15.999789610714066,255.99326758711376,1960,1940,20,98,0.009902061855670103,0.019,0.0,0.00900490678820248,1.92,0.02,0.0,0.01979381443298969,0.0020201977260067457,1.92,0.02,0.02,0.019999999999999997,3.469446951953614e-18,0,0,0,0,0,0,0,0,0,0,0,0.9897959183673469,72.08205128205128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0,56.0,0,98,97,8624,5432
127.0.0.2,127.0.0.1,40004,7400,17,2023-11-14 19:13:30,2.020999,7311.235680967679,101.43498339187698,50.96489409445526,50.470089297421715,103,102,9064,5712,88,88,88.0,0.0,56,56,56.0,0.0,88,56,72.0780487804878,15.999809635988308,255.9939083878643,2060,2040,20,103,0.009906857843137254,0.019001,0.0,0.009005019371808934,2.02,0.020001,0.0,0.019803921568627453,0.0019705638870800924,2.02,0.020001,0.019999,0.019999999999999997,3.980148760843937e-07,0,0,0,0,0,0,0,0,0,0,0,0.9902912621359223,72.0780487804878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0,56.0,0,103,102,9064,5712
127.0.0.3,127.0.0.1,50004,7400,17,2023-11-14 19:13:30,1.981,7313.478041393236,101.46390711761737,50.984351337708226,50.479555779909134,101,100,8888,5600,88,88,88.0,0.0,56,56,56.0,0.0,88,56,72.07960199004975,15.999801983874052,255.99366352318006,2020,2000,20,101,0.009904999999999999,0.019,0.0,0.009004775122122707,1.98,0.02,0.0,0.019799999999999998,0.001989974874213239,1.98,0.02,0.02,0.019999999999999997,3.469446951953614e-18,0,0,0,0,0,0,0,0,0,0,0,0.9900990099009901,72.07960199004975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0,56.0,0,101,100,8888,5600
127.0.0.4,127.0.0.1,60005,7400,17,2023-11-14 19:13:32,2.061,7309.0732654051435,101.40708393983503,50.946142649199416,50.46094129063562,105,104,9240,5824,88,88,88.0,0.0,56,56,56.0,0.0,88,56,72.07655502392345,15.99981685296154,255.99413932831212,2100,2080,20,105,0.009908653846153847,0.019,0.0,0.009004610043417963,2.06,0.02,0.0,0.019807692307692304,0.0019517099163638885,2.06,0.02,0.02,0.019999999999999997,3.469446951953614e-18,0,0,0,0,0,0,0,0,0,0,0,0.9904761904761905,72.07655502392345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0,56.0,0,105,104,9240,5824
127.0.0.2,127.0.0.1,40005,7400,17,2023-11-14 19:13:32,2.001,7312.343828085957,101.44927536231884,50.97451274362819,50.474762618690654,102,101,8976,5656,88,88,88.0,0.0,56,56,56.0,0.0,88,56,72.07881773399015,15.999805866472528,255.99378776480873,2040,2020,20,102,0.009905940594059403,0.019001,0.0,0.009004851523860234,2.0,0.02,0.0,0.019801980198019802,0.00198019801980198,2.0,0.020001,0.019999,0.019999999999999997,4.0000000000040005e-07,0,0,0,0,0,0,0,0,0,0,0,0.9901960784313726,72.07881773399015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0,56.0,0,102,101,8976,5656
127.0.0.3,127.0.0.1,50005,7400,17,2023-11-14 19:13:32,1.921,7317.022384174908,101.5096304008329,51.01509630400833,50.494534096824566,98,97,8624,5432,88,88,88.0,0.0,56,56,56.0,0.0,88,56,72.08205128205128,15.999789610714066,255.99326758711376,1960,1940,20,98,0.009902061855670103,0.019,0.0,0.00900490678820248,1.92,0.02,0.0,0.01979381443298969,0.0020201977260067457,1.92,0.02,0.02,0.019999999999999997,3.469446951953614e-18,0,0,0,0,0,0,0,0,0,0,0,0.9897959183673469,72.08205128205128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0,56.0,0,98,97,8624,5432
127.0.0.4,127.0.0.1,60006,7400,17,2023-11-14 19:13:35,2.021,7311.232063334983,101.43493320138546,50.964868876793666,50.47006432459179,103,102,9064,5712,88,88,88.0,0.0,56,56,56.0,0.0,88,56,72.0780487804878,15.999809635988308,255.9939083878643,2060,2040,20,103,0.009906862745098034,0.019001,0.0,0.009004926331517824,2.02,0.020001,0.0,0.019803921568627446,0.0019705638870800924,2.02,0.02,0.02,0.019999999999999997,3.469446951953614e-18,0,0,0,0,0,0,0,0,0,0,0,0.9902912621359223,72.0780487804878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0,56.0,0,103,102,9064,5712
127.0.0.3,127.0.0.1,50006,7400,17,2023-11-14 19:13:35,2.081,7308.024987986545,101.39356078808265,50.93704949543489,50.45651129264777,106,105,9328,5880,88,88,88.0,0.0,56,56,56.0,0.0,88,56,72.07582938388626,15.999820308507823,255.99424990453937,2120,2100,20,106,0.009909523809523807,0.019,0.0,0.009004570519987785,2.08,0.02,0.0,0.019809523809523805,0.0019424836242258228,2.08,0.02,0.02,0.019999999999999997,3.469446951953614e-18,0,0,0,0,0,0,0,0,0,0,0,0.9905660377358491,72.07582938388626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0,56.0,0,106,105,9328,5880
127.0.0.2,127.0.0.1,40006,7400,17,2023-11-14 19:13:35,1.981,7313.478041393236,101.46390711761737,50.984351337708226,50.479555779909134,101,100,8888,5600,88,88,88.0,0.0,56,56,56.0,0.0,88,56,72.07960199004975,15.999801983874052,255.99366352318006,2020,2000,20,101,0.009904999999999999,0.019001,0.0,0.009004975024951485,1.98,0.02,0.0,0.019799999999999998,0.001989974874213239,1.98,0.020001,0.019999,0.019999999999999997,4.020151261040869e-07,0,0,0,0,0,0,0,0,0,0,0,0.9900990099009901,72.07960199004975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0,56.0,0,101,100,8888,5600
127.0.0.2,127.0.0.1,40007,7400,17,2023-11-14 19:13:37,2.041,7310.142087212151,101.42087212150906,50.955414012738856,50.465458108770214,104,103,9152,5768,88,88,88.0,0.0,56,56,56.0,0.0,88,56,72.07729468599034,15.999813296770608,255.99402553151756,2080,2060,20,104,0.009907766990291257,0.019,0.0,0.009004650247601446,2.04,0.02,0.0,0.01980582524271845,0.001961068920070307,2.04,0.02,0.02,0.019999999999999997,3.469446951953614e-18,0,0,0,0,0,0,0,0,0,0,0,0.9903846153846154,72.07729468599034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0,56.0,0,104,103,9152,5768
127.0.0.4,127.0.0.1,60007,7400,17,2023-11-14 19:13:38,1.921,7317.022384174908,101.5096304008329,51.01509630400833,50.494534096824566,98,97,8624,5432,88,88,88.0,0.0,56,56,56.0,0.0,88,56,72.08205128205128,15.999789610714066,255.99326758711376,1960,1940,20,98,0.009902061855670103,0.019,0.0,0.00900490678820248,1.92,0.02,0.0,0.01979381443298969,0.0020201977260067457,1.92,0.02,0.02,0.019999999999999997,3.469446951953614e-18,0,0,0,0,0,0,0,0,0,0,0,0.9897959183673469,72.08205128205128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0,56.0,0,98,97,8624,5432
127.0.0.3,127.0.0.1,50007,7400,17,2023-11-14 19:13:38,1.901,7318.253550762756,101.52551288795371,51.02577590741715,50.49973698053656,97,96,8536,5376,88,88,88.0,0.0,56,56,56.0,0.0,88,56,72.08290155440415,15.999785227692197,255.99312733227745,1940,1920,20,97,0.009901041666666666,0.019,0.0,0.009004952280917274,1.9000000000000001,0.02,0.0,0.019791666666666666,0.0020305821551685347,1.9000000000000001,0.02,0.02,0.02,0.0,0,0,0,0,0,0,0,0,0,0,0,0.9896907216494846,72.08290155440415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0,56.0,0,97,96,8536,5376
127.0.0.4,127.0.0.1,60008,7400,17,2023-11-14 19:13:40,1.921,7317.022384174908,101.5096304008329,51.01509630400833,50.494534096824566,98,97,8624,5432,88,88,88.0,0.0,56,56,56.0,0.0,88,56,72.08205128205128,15.999789610714066,255.99326758711376,1960,1940,20,98,0.009902061855670103,0.019001,0.0,0.009005215909893708,1.92,0.020001,0.0,0.01979381443298969,0.002020197766831574,1.920001,0.020001,0.019999,0.02000001041666666,3.951474320502006e-07,0,0,0,0,0,0,0,0,0,0,0,0.9897959183673469,72.08205128205128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0,56.0,0,98,97,8624,5432
127.0.0.3,127.0.0.1,50008,7400,17,2023-11-14 19:13:40,2.041,7310.142087212151,101.42087212150906,50.955414012738856,50.465458108770214,104,103,9152,5768,88,88,88.0,0.0,56,56,56.0,0.0,88,56,72.07729468599034,15.999813296770608,255.99402553151756,2080,2060,20,104,0.009907766990291257,0.019,0.0,0.009004650247601446,2.04,0.02,0.0,0.01980582524271845,0.001961068920070307,2.04,0.02,0.02,0.019999999999999997,3.469446951953614e-18,0,0,0,0,0,0,0,0,0,0,0,0.9903846153846154,72.07729468599034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0,56.0,0,104,103,9152,5768
127.0.0.2,127.0.0.1,40008,7400,17,2023-11-14 19:13:40,2.081,7308.024987986545,101.39356078808265,50.93704949543489,50.45651129264777,106,105,9328,5880,88,88,88.0,0.0,56,56,56.0,0.0,88,56,72.07582938388626,15.999820308507823,255.99424990453937,2120,2100,20,106,0.009909523809523807,0.019,0.0,0.009004570519987785,2.08,0.02,0.0,0.019809523809523805,0.0019424836242258228,2.08,0.02,0.02,0.019999999999999997,3.469446951953614e-18,0,0,0,0,0,0,0,0,0,0,0,0.9905660377358491,72.07582938388626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0,56.0,0,106,105,9328,5880
127.0.0.4,127.0.0.1,60009,7400,17,2023-11-14 19:13:42,1.921,7317.022384174908,101.5096304008329,51.01509630400833,50.494534096824566,98,97,8624,5432,88,88,88.0,0.0,56,56,56.0,0.0,88,56,72.08205128205128,15.999789610714066,255.99326758711376,1960,1940,20,98,0.009902061855670103,0.019,0.0,0.00900490678820248,1.92,0.02,0.0,0.01979381443298969,0.0020201977260067457,1.92,0.02,0.02,0.019999999999999997,3.469446951953614e-18,0,0,0,0,0,0,0,0,0,0,0,0.9897959183673469,72.08205128205128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0,56.0,0,98,97,8624,5432
127.0.0.3,127.0.0.1,50009,7400,17,2023-11-14 19:13:43,2.061,7309.0732654051435,101.40708393983503,50.946142649199416,50.46094129063562,105,104,9240,5824,88,88,88.0,0.0,56,56,56.0,0.0,88,56,72.07655502392345,15.99981685296154,255.99413932831212,2100,2080,20,105,0.009908653846153847,0.019,0.0,0.009004610043417963,2.06,0.02,0.0,0.019807692307692304,0.0019517099163638885,2.06,0.02,0.02,0.019999999999999997,3.469446951953614e-18,0,0,0,0,0,0,0,0,0,0,0,0.9904761904761905,72.07655502392345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0,56.0,0,105,104,9240,5824
127.0.0.2,127.0.0.1,40009,7400,17,2023-11-14 19:13:43,1.981,7313.478041393236,101.46390711761737,50.984351337708226,50.479555779909134,101,100,8888,5600,88,88,88.0,0.0,56,56,56.0,0.0,88,56,72.07960199004975,15.999801983874052,255.99366352318006,2020,2000,20,101,0.009904999999999999,0.019,0.0,0.009004775122122707,1.98,0.02,0.0,0.019799999999999998,0.001989974874213239,1.98,0.02,0.02,0.019999999999999997,3.469446951953614e-18,0,0,0,0,0,0,0,0,0,0,0,0.9900990099009901,72.07960199004975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0,56.0,0,101,100,8888,5600
127.0.0.4,127.0.0.1,60010,7400,17,2023-11-14 19:13:45,1.901,7318.253550762756,101.52551288795371,51.02577590741715,50.49973698053656,97,96,8536,5376,88,88,88.0,0.0,56,56,56.0,0.0,88,56,72.08290155440415,15.999785227692197,255.99312733227745,1940,1920,20,97,0.009901041666666666,0.019,0.0,0.009004952280917274,1.9000000000000001,0.02,0.0,0.019791666666666666,0.0020305821551685347,1.9000000000000001,0.02,0.02,0.02,0.0,0,0,0,0,0,0,0,0,0,0,0,0.9896907216494846,72.08290155440415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0,56.0,0,97,96,8536,5376
127.0.0.3,127.0.0.1,50010,7400,17,2023-11-14 19:13:45,2.041,7310.142087212151,101.42087212150906,50.955414012738856,50.465458108770214,104,103,9152,5768,88,88,88.0,0.0,56,56,56.0,0.0,88,56,72.07729468599034,15.999813296770608,255.99402553151756,2080,2060,20,104,0.009907766990291257,0.019,0.0,0.009004650247601446,2.04,0.02,0.0,0.01980582524271845,0.001961068920070307,2.04,0.02,0.02,0.019999999999999997,3.469446951953614e-18,0,0,0,0,0,0,0,0,0,0,0,0.9903846153846154,72.07729468599034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0,56.0,0,104,103,9152,5768
127.0.0.2,127.0.0.1,40010,7400,17,2023-11-14 19:13:45,1.901,7318.253550762756,101.52551288795371,51.02577590741715,50.49973698053656,97,96,8536,5376,88,88,88.0,0.0,56,56,56.0,0.0,88,56,72.08290155440415,15.999785227692197,255.99312733227745,1940,1920,20,97,0.009901041666666666,0.019,0.0,0.009004952280917274,1.9000000000000001,0.02,0.0,0.019791666666666666,0.0020305821551685347,1.9000000000000001,0.02,0.02,0.02,0.0,0,0,0,0,0,0,0,0,0,0,0,0.9896907216494846,72.08290155440415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0,56.0,0,97,96,8536,5376
127.0.0.4,127.0.0.1,60011,7400,17,2023-11-14 19:13:47,1.961,7314.635390107088,101.47883732789393,50.994390617032124,50.4844467108618,100,99,8800,5544,88,88,88.0,0.0,56,56,56.0,0.0,88,56,72.08040201005025,15.99979798362404,255.9935355167799,2000,1980,20,100,0.009904040404040403,0.019,0.0,0.009004818229809131,1.96,0.02,0.0,0.019797979797979797,0.0019998979669922563,1.96,0.02,0.02,0.019999999999999997,3.469446951953614e-18,0,0,0,0,0,0,0,0,0,0,0,0.99,72.08040201005025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0,56.0,0,100,99,8800,5544
127.0.0.2,127.0.0.1,40011,7400,17,2023-11-14 19:13:48,1.981,7313.478041393236,101.46390711761737,50.984351337708226,50.479555779909134,101,100,8888,5600,88,88,88.0,0.0,56,56,56.0,0.0,88,56,72.07960199004975,15.999801983874052,255.99366352318006,2020,2000,20,101,0.009904999999999999,0.019001,0.0,0.009004975024951485,1.98,0.020001,0.0,0.019799999999999998,0.0019899749144147516,1.98,0.02,0.02,0.019999999999999997,3.469446951953614e-18,0,0,0,0,0,0,0,0,0,0,0,0.9900990099009901,72.07960199004975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0,56.0,0,101,100,8888,5600
127.0.0.3,127.0.0.1,50011,7400,17,2023-11-14 19:13:48,2.081,7308.024987986545,101.39356078808265,50.93704949543489,50.45651129264777,106,105,9328,5880,88,88,88.0,0.0,56,56,56.0,0.0,88,56,72.07582938388626,15.999820308507823,255.99424990453937,2120,2100,20,106,0.009909523809523807,0.019,0.0,0.009004570519987785,2.08,0.02,0.0,0.019809523809523805,0.0019424836242258228,2.08,0.02,0.02,0.019999999999999997,3.469446951953614e-18,0,0,0,0,0,0,0,0,0,0,0,0.9905660377358491,72.07582938388626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0,56.0,0,106,105,9328,5880
127.0.0.4,127.0.0.1,60012,7400,17,2023-11-14 19:13:50,2.061,7309.0732654051435,101.40708393983503,50.946142649199416,50.46094129063562,105,104,9240,5824,88,88,88.0,0.0,56,56,56.0,0.0,88,56,72.07655502392345,15.99981685296154,255.99413932831212,2100,2080,20,105,0.009908653846153847,0.019,0.0,0.009004610043417963,2.06,0.02,0.0,0.019807692307692304,0.0019517099163638885,2.06,0.02,0.02,0.019999999999999997,3.469446951953614e-18,0,0,0,0,0,0,0,0,0,0,0,0.9904761904761905,72.07655502392345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0,56.0,0,105,104,9240,5824
127.0.0.2,127.0.0.1,40012,7400,17,2023-11-14 19:13:50,1.961,7314.635390107088,101.47883732789393,50.994390617032124,50.4844467108618,100,99,8800,5544,88,88,88.0,0.0,56,56,56.0,0.0,88,56,72.08040201005025,15.99979798362404,255.9935355167799,2000,1980,20,100,0.009904040404040403,0.019,0.0,0.009004818229809131,1.96,0.02,0.0,0.019797979797979797,0.0019998979669922563,1.96,0.02,0.02,0.019999999999999997,3.469446951953614e-18,0,0,0,0,0,0,0,0,0,0,0,0.99,72.08040201005025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0,56.0,0,100,99,8800,5544
